ZCR,Energy,Spectral_centroid,Spectral_spread,Spectral_rollof,MFCC1,MFCC2,MFCC3,MFCC5,MFCC6,MFCC7,Chroma_vector11,Class
0.152,0.0384,0.229,0.164,0.394,-26.9,-0.24,-1.67,-0.112,-0.223,0.234,1.81E-05,Cry
0.154,0.0349,0.233,0.167,0.404,-26.7,-0.292,-1.79,-0.0507,-0.319,0.153,2.53E-05,Cry
0.157,0.0348,0.231,0.167,0.399,-26.7,-0.301,-1.84,-0.0816,-0.286,0.307,3.43E-05,Cry
0.126,0.0312,0.198,0.157,0.28,-26.5,-0.255,-1.86,-0.0918,-0.314,0.248,3.06E-05,Cry
0.135,0.0366,0.22,0.167,0.381,-26.6,-0.214,-1.85,-0.0369,-0.293,0.263,2.31E-05,Cry
0.159,0.0301,0.241,0.165,0.409,-26.6,-0.221,-1.91,-0.0779,-0.232,0.212,1.04E-05,Cry
0.152,0.0386,0.23,0.166,0.395,-26.8,-0.261,-1.67,-0.129,-0.217,0.216,1.81E-05,Cry
0.154,0.0354,0.232,0.166,0.401,-26.7,-0.269,-1.78,-0.048,-0.318,0.125,2.59E-05,Cry
0.158,0.0353,0.232,0.166,0.401,-26.7,-0.29,-1.85,-0.0905,-0.289,0.302,3.54E-05,Cry
0.127,0.0317,0.198,0.157,0.282,-26.4,-0.22,-1.83,-0.0769,-0.307,0.265,3.04E-05,Cry
0.134,0.0365,0.219,0.167,0.378,-26.6,-0.229,-1.86,-0.0463,-0.297,0.239,2.16E-05,Cry
0.158,0.032,0.238,0.166,0.405,-26.6,-0.18,-1.89,-0.0579,-0.206,0.228,1.02E-05,Cry
0.154,0.037,0.231,0.166,0.399,-26.8,-0.239,-1.68,-0.0994,-0.181,0.229,1.93E-05,Cry
0.152,0.036,0.231,0.165,0.399,-26.7,-0.262,-1.76,-0.0394,-0.334,0.147,1.81E-05,Cry
0.159,0.0341,0.233,0.166,0.404,-26.7,-0.297,-1.85,-0.0784,-0.266,0.317,2.26E-05,Cry
0.127,0.0319,0.201,0.158,0.288,-26.5,-0.25,-1.86,-0.0989,-0.329,0.247,2.64E-05,Cry
0.132,0.0359,0.218,0.167,0.376,-26.5,-0.21,-1.85,-0.0516,-0.291,0.261,2.24E-05,Cry
0.158,0.033,0.236,0.165,0.404,-26.5,-0.201,-1.86,-0.053,-0.205,0.223,9.84E-06,Cry
0.156,0.0347,0.232,0.164,0.404,-26.8,-0.243,-1.67,-0.0646,-0.169,0.233,1.9E-05,Cry
0.15,0.0367,0.231,0.166,0.399,-26.7,-0.27,-1.75,-0.0642,-0.349,0.137,1.93E-05,Cry
0.159,0.0356,0.233,0.166,0.404,-26.6,-0.312,-1.86,-0.0913,-0.28,0.296,2.3E-05,Cry
0.129,0.0305,0.204,0.159,0.295,-26.6,-0.251,-1.86,-0.0977,-0.311,0.258,3.13E-05,Cry
0.13,0.0316,0.215,0.166,0.366,-26.7,-0.232,-1.84,-0.0425,-0.281,0.261,2.17E-05,Cry
0.157,0.0334,0.235,0.165,0.404,-26.6,-0.218,-1.9,-0.0605,-0.25,0.231,8.45E-06,Cry
0.157,0.035,0.233,0.164,0.404,-26.8,-0.26,-1.74,-0.0821,-0.199,0.189,2E-05,Cry
0.15,0.0361,0.231,0.165,0.399,-26.7,-0.255,-1.75,-0.0703,-0.317,0.187,1.85E-05,Cry
0.159,0.0351,0.233,0.166,0.404,-26.6,-0.265,-1.81,-0.0647,-0.264,0.266,2.29E-05,Cry
0.13,0.0321,0.205,0.16,0.295,-26.5,-0.238,-1.85,-0.0798,-0.317,0.262,2.79E-05,Cry
0.13,0.0336,0.215,0.166,0.365,-26.6,-0.243,-1.85,-0.0508,-0.287,0.255,2.04E-05,Cry
0.157,0.0337,0.236,0.165,0.404,-26.6,-0.217,-1.9,-0.0691,-0.255,0.232,7.49E-06,Cry
0.157,0.0351,0.233,0.164,0.404,-26.7,-0.239,-1.73,-0.0641,-0.189,0.21,1.84E-05,Cry
0.151,0.0361,0.231,0.166,0.399,-26.7,-0.243,-1.75,-0.0756,-0.322,0.176,1.84E-05,Cry
0.157,0.035,0.233,0.166,0.404,-26.6,-0.282,-1.82,-0.0854,-0.265,0.255,2.36E-05,Cry
0.131,0.0327,0.206,0.161,0.296,-26.6,-0.253,-1.86,-0.0712,-0.313,0.28,3.39E-05,Cry
0.13,0.0341,0.215,0.166,0.365,-26.5,-0.228,-1.85,-0.0462,-0.299,0.256,2.42E-05,Cry
0.156,0.0342,0.235,0.165,0.404,-26.5,-0.224,-1.9,-0.0706,-0.255,0.223,7.3E-06,Cry
0.159,0.0344,0.233,0.164,0.404,-26.7,-0.255,-1.73,-0.0576,-0.208,0.193,1.87E-05,Cry
0.15,0.0374,0.231,0.165,0.399,-26.7,-0.233,-1.74,-0.0805,-0.306,0.191,2.16E-05,Cry
0.157,0.0358,0.233,0.166,0.404,-26.6,-0.308,-1.86,-0.103,-0.286,0.22,2.42E-05,Cry
0.133,0.0338,0.208,0.16,0.3,-26.6,-0.264,-1.86,-0.101,-0.303,0.274,3.25E-05,Cry
0.129,0.0321,0.213,0.165,0.361,-26.6,-0.211,-1.84,-0.0355,-0.293,0.266,2.87E-05,Cry
0.157,0.0353,0.235,0.165,0.404,-26.5,-0.153,-1.83,-0.0152,-0.211,0.238,7.62E-06,Cry
0.157,0.0341,0.233,0.164,0.403,-26.8,-0.264,-1.79,-0.0331,-0.225,0.154,2.07E-05,Cry
0.15,0.0362,0.231,0.166,0.4,-26.8,-0.23,-1.71,-0.126,-0.296,0.212,2.07E-05,Cry
0.156,0.0337,0.234,0.166,0.404,-26.6,-0.306,-1.86,-0.0731,-0.285,0.209,2.48E-05,Cry
0.135,0.0346,0.21,0.162,0.304,-26.6,-0.255,-1.84,-0.0863,-0.297,0.302,3.13E-05,Cry
0.127,0.0329,0.213,0.167,0.346,-26.5,-0.223,-1.84,-0.0469,-0.293,0.268,2.73E-05,Cry
0.156,0.0347,0.235,0.167,0.402,-26.5,-0.229,-1.89,-0.0568,-0.262,0.224,7.19E-06,Cry
0.157,0.0356,0.232,0.164,0.403,-26.7,-0.257,-1.8,-0.0221,-0.198,0.164,2.02E-05,Cry
0.15,0.0362,0.23,0.166,0.399,-26.8,-0.2,-1.66,-0.12,-0.266,0.242,2.22E-05,Cry
0.157,0.0343,0.235,0.167,0.405,-26.5,-0.266,-1.81,-0.0412,-0.261,0.22,2.47E-05,Cry
0.137,0.0349,0.213,0.163,0.312,-26.6,-0.259,-1.84,-0.0828,-0.293,0.303,3.24E-05,Cry
0.127,0.0332,0.21,0.164,0.326,-26.5,-0.252,-1.88,-0.0723,-0.317,0.255,2.57E-05,Cry
0.154,0.0341,0.234,0.165,0.399,-26.5,-0.235,-1.89,-0.0726,-0.271,0.223,7.9E-06,Cry
0.157,0.0354,0.232,0.165,0.4,-26.7,-0.253,-1.85,-0.015,-0.24,0.151,2.15E-05,Cry
0.151,0.037,0.231,0.166,0.399,-26.8,-0.213,-1.63,-0.142,-0.312,0.219,2.12E-05,Cry
0.157,0.0322,0.235,0.166,0.405,-26.6,-0.276,-1.83,-0.0368,-0.262,0.205,2.72E-05,Cry
0.139,0.036,0.216,0.164,0.327,-26.6,-0.244,-1.84,-0.0716,-0.292,0.326,3.08E-05,Cry
0.126,0.0332,0.207,0.163,0.308,-26.5,-0.253,-1.87,-0.0751,-0.324,0.243,2.74E-05,Cry
0.154,0.0336,0.233,0.165,0.398,-26.5,-0.227,-1.88,-0.0483,-0.255,0.244,8.32E-06,Cry
0.155,0.0363,0.231,0.164,0.4,-26.6,-0.197,-1.86,-0.0437,-0.212,0.205,2E-05,Cry
0.151,0.0379,0.229,0.165,0.397,-26.7,-0.154,-1.51,-0.0821,-0.306,0.191,2.09E-05,Cry
0.157,0.0364,0.237,0.166,0.407,-26.3,-0.264,-1.77,-0.0241,-0.216,0.203,2.57E-05,Cry
0.142,0.0369,0.218,0.165,0.352,-26.6,-0.237,-1.82,-0.0814,-0.279,0.326,2.98E-05,Cry
0.126,0.0333,0.207,0.164,0.304,-26.5,-0.221,-1.85,-0.0577,-0.305,0.254,2.6E-05,Cry
0.151,0.0331,0.232,0.165,0.394,-26.5,-0.226,-1.85,-0.0553,-0.245,0.237,9.04E-06,Cry
0.156,0.0352,0.232,0.164,0.403,-26.6,-0.216,-1.88,-0.0451,-0.191,0.238,1.95E-05,Cry
0.151,0.0393,0.229,0.165,0.395,-26.8,-0.254,-1.57,-0.136,-0.327,0.149,1.79E-05,Cry
0.158,0.0328,0.239,0.167,0.409,-26.4,-0.33,-1.83,-0.0596,-0.27,0.182,2.76E-05,Cry
0.143,0.0362,0.22,0.165,0.368,-26.6,-0.236,-1.83,-0.0924,-0.289,0.326,2.91E-05,Cry
0.125,0.0325,0.204,0.162,0.298,-26.5,-0.254,-1.87,-0.0845,-0.318,0.23,2.81E-05,Cry
0.149,0.0344,0.23,0.166,0.392,-26.5,-0.22,-1.87,-0.0494,-0.26,0.244,1.47E-05,Cry
0.157,0.0339,0.235,0.165,0.404,-26.6,-0.179,-1.86,-0.028,-0.195,0.217,9.57E-06,Cry
0.151,0.0387,0.228,0.164,0.393,-26.9,-0.224,-1.59,-0.134,-0.331,0.178,1.82E-05,Cry
0.158,0.036,0.239,0.167,0.41,-26.3,-0.361,-1.86,-0.0543,-0.292,0.172,3.29E-05,Cry
0.145,0.0367,0.222,0.166,0.37,-26.7,-0.259,-1.84,-0.089,-0.286,0.326,2.95E-05,Cry
0.124,0.0329,0.203,0.162,0.293,-26.5,-0.251,-1.86,-0.071,-0.301,0.253,2.86E-05,Cry
0.148,0.0364,0.228,0.165,0.389,-26.5,-0.218,-1.86,-0.0631,-0.266,0.223,1.46E-05,Cry
0.158,0.0328,0.236,0.165,0.405,-26.6,-0.195,-1.89,-0.0577,-0.212,0.227,1.11E-05,Cry
0.15,0.0392,0.229,0.165,0.394,-26.9,-0.276,-1.59,-0.122,-0.305,0.199,1.78E-05,Cry
0.158,0.0343,0.24,0.167,0.41,-26.4,-0.345,-1.86,-0.0934,-0.31,0.13,3.21E-05,Cry
0.148,0.037,0.223,0.165,0.377,-26.7,-0.255,-1.84,-0.0881,-0.272,0.341,2.57E-05,Cry
0.123,0.0318,0.2,0.161,0.283,-26.5,-0.251,-1.85,-0.0723,-0.299,0.253,2.89E-05,Cry
0.147,0.0361,0.225,0.165,0.386,-26.6,-0.22,-1.89,-0.0545,-0.274,0.244,1.06E-05,Cry
0.158,0.0314,0.238,0.164,0.407,-26.6,-0.213,-1.89,-0.0588,-0.222,0.228,1.09E-05,Cry
0.15,0.0396,0.228,0.164,0.394,-26.9,-0.247,-1.61,-0.132,-0.303,0.189,1.89E-05,Cry
0.158,0.0357,0.239,0.167,0.409,-26.4,-0.319,-1.85,-0.0657,-0.306,0.139,3.14E-05,Cry
0.149,0.0374,0.224,0.165,0.381,-26.7,-0.24,-1.82,-0.075,-0.266,0.353,3.07E-05,Cry
0.123,0.0319,0.198,0.158,0.279,-26.5,-0.251,-1.85,-0.0792,-0.3,0.254,3.42E-05,Cry
0.145,0.0357,0.224,0.165,0.385,-26.6,-0.197,-1.87,-0.0289,-0.259,0.252,2.07E-05,Cry
0.157,0.0299,0.239,0.164,0.408,-26.6,-0.237,-1.91,-0.0721,-0.231,0.218,1.21E-05,Cry
0.151,0.039,0.228,0.164,0.394,-26.9,-0.24,-1.61,-0.125,-0.265,0.215,1.97E-05,Cry
0.157,0.0302,0.237,0.168,0.407,-26.6,-0.299,-1.82,-0.0453,-0.289,0.152,3.17E-05,Cry
0.152,0.0372,0.228,0.167,0.388,-26.7,-0.252,-1.82,-0.0728,-0.265,0.346,3.04E-05,Cry
0.123,0.0308,0.197,0.159,0.272,-26.5,-0.276,-1.87,-0.0926,-0.308,0.247,3.21E-05,Cry
0.143,0.0377,0.223,0.166,0.384,-26.6,-0.207,-1.87,-0.0461,-0.273,0.231,2.15E-05,Cry
0.159,0.03,0.24,0.164,0.409,-26.5,-0.223,-1.88,-0.0538,-0.244,0.221,1.03E-05,Cry
0.15,0.0385,0.229,0.165,0.394,-26.8,-0.218,-1.58,-0.114,-0.212,0.242,1.8E-05,Cry
0.156,0.033,0.235,0.167,0.405,-26.6,-0.289,-1.81,-0.0494,-0.297,0.15,2.92E-05,Cry
0.154,0.0364,0.229,0.165,0.394,-26.7,-0.269,-1.84,-0.0652,-0.257,0.356,2.83E-05,Cry
0.123,0.0323,0.194,0.157,0.266,-26.5,-0.273,-1.87,-0.096,-0.32,0.24,2.94E-05,Cry
0.14,0.0377,0.222,0.166,0.384,-26.6,-0.227,-1.87,-0.0325,-0.283,0.261,2.18E-05,Cry
0.159,0.0304,0.241,0.164,0.41,-26.5,-0.202,-1.9,-0.0645,-0.203,0.216,1.06E-05,Cry
0.151,0.037,0.229,0.165,0.394,-26.9,-0.252,-1.66,-0.14,-0.238,0.22,1.87E-05,Cry
0.157,0.0336,0.235,0.168,0.405,-26.6,-0.316,-1.83,-0.0586,-0.314,0.138,2.91E-05,Cry
0.156,0.0363,0.231,0.167,0.397,-26.6,-0.253,-1.82,-0.0759,-0.259,0.349,3.04E-05,Cry
0.123,0.0315,0.195,0.156,0.27,-26.5,-0.255,-1.85,-0.0908,-0.319,0.248,3.06E-05,Cry
0.138,0.0366,0.221,0.166,0.383,-26.6,-0.211,-1.86,-0.0185,-0.281,0.254,2.09E-05,Cry
0.158,0.029,0.24,0.164,0.409,-26.6,-0.212,-1.91,-0.0819,-0.212,0.205,1.11E-05,Cry
0.152,0.039,0.229,0.164,0.394,-26.8,-0.246,-1.66,-0.136,-0.244,0.221,1.91E-05,Cry
0.155,0.0339,0.233,0.166,0.404,-26.7,-0.295,-1.81,-0.0497,-0.307,0.144,2.72E-05,Cry
0.156,0.0356,0.231,0.166,0.399,-26.6,-0.299,-1.83,-0.0966,-0.272,0.297,3.08E-05,Cry
0.125,0.0303,0.196,0.157,0.276,-26.5,-0.258,-1.87,-0.0979,-0.321,0.242,3.03E-05,Cry
0.137,0.037,0.221,0.167,0.382,-26.6,-0.222,-1.86,-0.0318,-0.286,0.261,2.27E-05,Cry
0.159,0.0298,0.241,0.164,0.41,-26.6,-0.221,-1.92,-0.0969,-0.24,0.198,1.04E-05,Cry
0.152,0.0381,0.229,0.164,0.394,-26.8,-0.232,-1.66,-0.112,-0.204,0.222,1.91E-05,Cry
0.154,0.0355,0.232,0.166,0.402,-26.7,-0.29,-1.8,-0.0732,-0.325,0.13,2.65E-05,Cry
0.157,0.0349,0.231,0.166,0.4,-26.7,-0.31,-1.83,-0.0902,-0.262,0.305,3.34E-05,Cry
0.126,0.0305,0.198,0.157,0.281,-26.5,-0.263,-1.87,-0.0943,-0.318,0.256,3.37E-05,Cry
0.135,0.0364,0.219,0.167,0.381,-26.6,-0.223,-1.85,-0.0336,-0.281,0.265,2.22E-05,Cry
0.159,0.0309,0.239,0.166,0.407,-26.6,-0.213,-1.91,-0.08,-0.228,0.22,1.08E-05,Cry
0.153,0.0374,0.23,0.165,0.398,-26.8,-0.252,-1.67,-0.114,-0.208,0.219,1.8E-05,Cry
0.153,0.0362,0.231,0.166,0.4,-26.7,-0.261,-1.75,-0.0361,-0.328,0.148,1.81E-05,Cry
0.159,0.034,0.233,0.167,0.403,-26.7,-0.291,-1.82,-0.0742,-0.261,0.315,2.26E-05,Cry
0.127,0.031,0.199,0.157,0.285,-26.5,-0.224,-1.84,-0.0765,-0.309,0.253,3.04E-05,Cry
0.132,0.0374,0.218,0.167,0.378,-26.5,-0.23,-1.87,-0.0417,-0.292,0.263,2.13E-05,Cry
0.158,0.0337,0.237,0.165,0.404,-26.5,-0.167,-1.86,-0.0565,-0.207,0.206,9.53E-06,Cry
0.156,0.0355,0.232,0.164,0.403,-26.8,-0.265,-1.68,-0.108,-0.188,0.22,1.94E-05,Cry
0.151,0.036,0.23,0.165,0.399,-26.7,-0.286,-1.78,-0.0655,-0.353,0.132,1.85E-05,Cry
0.159,0.0352,0.232,0.166,0.403,-26.6,-0.284,-1.84,-0.0731,-0.266,0.309,2.32E-05,Cry
0.128,0.0319,0.202,0.158,0.291,-26.5,-0.226,-1.84,-0.0873,-0.302,0.262,3.12E-05,Cry
0.131,0.0358,0.217,0.167,0.373,-26.6,-0.245,-1.85,-0.053,-0.28,0.242,2.03E-05,Cry
0.158,0.0343,0.235,0.165,0.404,-26.5,-0.206,-1.9,-0.0678,-0.228,0.224,8.86E-06,Cry
0.157,0.0344,0.233,0.164,0.404,-26.8,-0.281,-1.69,-0.0604,-0.21,0.22,1.68E-05,Cry
0.151,0.0364,0.231,0.165,0.399,-26.7,-0.238,-1.73,-0.0572,-0.325,0.168,1.88E-05,Cry
0.159,0.0346,0.233,0.166,0.404,-26.6,-0.299,-1.85,-0.0763,-0.249,0.28,2.29E-05,Cry
0.13,0.0318,0.205,0.159,0.296,-26.5,-0.232,-1.84,-0.0948,-0.321,0.256,2.79E-05,Cry
0.129,0.0344,0.215,0.166,0.365,-26.6,-0.24,-1.85,-0.0493,-0.281,0.252,2.17E-05,Cry
0.157,0.0331,0.235,0.165,0.404,-26.6,-0.206,-1.89,-0.0583,-0.243,0.232,8E-06,Cry
0.157,0.035,0.233,0.164,0.404,-26.8,-0.25,-1.73,-0.0749,-0.197,0.2,2.04E-05,Cry
0.15,0.036,0.231,0.165,0.399,-26.7,-0.252,-1.76,-0.0769,-0.324,0.171,1.9E-05,Cry
0.158,0.0349,0.233,0.166,0.404,-26.6,-0.272,-1.81,-0.0762,-0.264,0.247,2.3E-05,Cry
0.131,0.0333,0.206,0.161,0.295,-26.5,-0.284,-1.86,-0.0896,-0.308,0.26,2.92E-05,Cry
0.131,0.0348,0.216,0.167,0.367,-26.5,-0.239,-1.84,-0.0535,-0.296,0.245,2.28E-05,Cry
0.156,0.0329,0.235,0.165,0.404,-26.6,-0.217,-1.91,-0.0771,-0.258,0.221,6.59E-06,Cry
0.157,0.0343,0.233,0.164,0.403,-26.8,-0.253,-1.74,-0.0552,-0.187,0.196,2.01E-05,Cry
0.15,0.0364,0.231,0.165,0.399,-26.7,-0.235,-1.76,-0.0803,-0.315,0.181,1.96E-05,Cry
0.157,0.0345,0.233,0.166,0.404,-26.6,-0.307,-1.86,-0.0935,-0.285,0.24,2.11E-05,Cry
0.133,0.033,0.207,0.161,0.298,-26.6,-0.277,-1.87,-0.098,-0.316,0.28,3.27E-05,Cry
0.129,0.0335,0.214,0.166,0.364,-26.5,-0.221,-1.85,-0.0407,-0.296,0.259,2.69E-05,Cry
0.157,0.0339,0.235,0.165,0.404,-26.6,-0.242,-1.93,-0.089,-0.27,0.21,8.51E-06,Cry
0.157,0.0339,0.233,0.165,0.404,-26.7,-0.244,-1.74,-0.0367,-0.196,0.186,1.76E-05,Cry
0.15,0.0352,0.231,0.166,0.4,-26.8,-0.243,-1.74,-0.11,-0.313,0.194,2.14E-05,Cry
0.156,0.0337,0.233,0.166,0.404,-26.6,-0.295,-1.84,-0.0874,-0.273,0.223,2.38E-05,Cry
0.134,0.0339,0.209,0.162,0.302,-26.6,-0.26,-1.86,-0.089,-0.31,0.283,3.39E-05,Cry
0.128,0.0339,0.213,0.166,0.357,-26.5,-0.214,-1.85,-0.0518,-0.303,0.277,2.7E-05,Cry
0.157,0.0346,0.235,0.165,0.403,-26.6,-0.217,-1.89,-0.0588,-0.26,0.225,8.44E-06,Cry
0.157,0.0349,0.233,0.164,0.403,-26.7,-0.266,-1.78,-0.0322,-0.203,0.155,1.88E-05,Cry
0.151,0.0356,0.231,0.166,0.399,-26.8,-0.238,-1.69,-0.145,-0.295,0.216,1.79E-05,Cry
0.156,0.0337,0.234,0.166,0.404,-26.6,-0.3,-1.84,-0.06,-0.264,0.226,2.17E-05,Cry
0.137,0.0337,0.211,0.162,0.306,-26.6,-0.245,-1.83,-0.0853,-0.292,0.297,3.24E-05,Cry
0.128,0.034,0.211,0.165,0.344,-26.5,-0.247,-1.87,-0.059,-0.308,0.254,2.82E-05,Cry
0.155,0.035,0.234,0.165,0.4,-26.5,-0.196,-1.86,-0.0338,-0.236,0.248,8.37E-06,Cry
0.157,0.0345,0.232,0.164,0.402,-26.7,-0.189,-1.79,-0.00794,-0.214,0.184,2.07E-05,Cry
0.151,0.0377,0.23,0.165,0.399,-26.7,-0.229,-1.67,-0.165,-0.3,0.208,2.62E-05,Cry
0.157,0.0333,0.235,0.166,0.405,-26.5,-0.288,-1.82,-0.0555,-0.267,0.2,2.3E-05,Cry
0.138,0.0339,0.214,0.164,0.317,-26.7,-0.287,-1.87,-0.096,-0.305,0.309,3.06E-05,Cry
0.127,0.0335,0.209,0.164,0.319,-26.5,-0.257,-1.88,-0.0657,-0.307,0.254,2.61E-05,Cry
0.153,0.0344,0.234,0.165,0.398,-26.5,-0.237,-1.89,-0.0618,-0.265,0.245,8.67E-06,Cry
0.156,0.0346,0.231,0.164,0.4,-26.7,-0.24,-1.85,-0.0174,-0.21,0.175,2.14E-05,Cry
0.152,0.0363,0.23,0.165,0.398,-26.8,-0.207,-1.62,-0.15,-0.333,0.193,2.28E-05,Cry
0.157,0.0364,0.236,0.167,0.406,-26.4,-0.29,-1.85,-0.0697,-0.276,0.191,2.45E-05,Cry
0.141,0.0362,0.217,0.164,0.342,-26.6,-0.228,-1.82,-0.0779,-0.29,0.325,3.05E-05,Cry
0.126,0.0329,0.206,0.162,0.304,-26.5,-0.233,-1.86,-0.0549,-0.304,0.261,2.69E-05,Cry
0.152,0.0326,0.233,0.165,0.397,-26.6,-0.247,-1.89,-0.049,-0.254,0.24,9.86E-06,Cry
0.156,0.0337,0.231,0.164,0.401,-26.7,-0.223,-1.88,-0.0412,-0.196,0.224,1.82E-05,Cry
0.151,0.0379,0.23,0.166,0.396,-26.9,-0.233,-1.59,-0.108,-0.326,0.179,1.92E-05,Cry
0.158,0.036,0.239,0.168,0.408,-26.4,-0.341,-1.86,-0.0796,-0.3,0.159,2.43E-05,Cry
0.143,0.0359,0.219,0.165,0.362,-26.6,-0.235,-1.81,-0.0729,-0.278,0.333,2.88E-05,Cry
0.126,0.0328,0.205,0.162,0.301,-26.5,-0.222,-1.85,-0.0445,-0.29,0.269,2.74E-05,Cry
0.15,0.0332,0.232,0.167,0.393,-26.5,-0.224,-1.84,-0.0446,-0.251,0.236,8.73E-06,Cry
0.156,0.0338,0.234,0.165,0.404,-26.6,-0.192,-1.83,-0.00855,-0.171,0.235,1.51E-05,Cry
0.151,0.0397,0.229,0.165,0.394,-26.9,-0.234,-1.59,-0.145,-0.348,0.166,1.95E-05,Cry
0.158,0.0362,0.239,0.167,0.41,-26.3,-0.315,-1.81,-0.0221,-0.254,0.19,2.82E-05,Cry
0.144,0.0358,0.22,0.164,0.369,-26.7,-0.244,-1.84,-0.0883,-0.285,0.336,3.03E-05,Cry
0.125,0.0312,0.203,0.161,0.296,-26.6,-0.234,-1.84,-0.0627,-0.293,0.256,2.82E-05,Cry
0.149,0.0352,0.229,0.165,0.391,-26.5,-0.233,-1.89,-0.0725,-0.281,0.227,1.45E-05,Cry
0.158,0.0335,0.235,0.164,0.404,-26.6,-0.207,-1.89,-0.0357,-0.191,0.247,1.09E-05,Cry
0.15,0.0397,0.228,0.164,0.394,-26.9,-0.234,-1.59,-0.13,-0.322,0.177,1.75E-05,Cry
0.158,0.0338,0.24,0.167,0.41,-26.4,-0.31,-1.83,-0.0375,-0.269,0.178,3.04E-05,Cry
0.146,0.0371,0.221,0.164,0.373,-26.6,-0.194,-1.79,-0.0669,-0.266,0.344,2.75E-05,Cry
0.124,0.0328,0.201,0.16,0.288,-26.5,-0.253,-1.86,-0.0809,-0.308,0.237,2.84E-05,Cry
0.148,0.0358,0.227,0.165,0.387,-26.5,-0.187,-1.85,-0.0477,-0.268,0.24,1.1E-05,Cry
0.158,0.0328,0.237,0.164,0.406,-26.5,-0.191,-1.87,-0.0482,-0.206,0.233,9.6E-06,Cry
0.15,0.0386,0.228,0.164,0.394,-26.9,-0.257,-1.6,-0.122,-0.296,0.198,1.84E-05,Cry
0.158,0.0338,0.239,0.167,0.41,-26.4,-0.319,-1.84,-0.0677,-0.312,0.128,3.05E-05,Cry
0.149,0.0365,0.224,0.165,0.379,-26.7,-0.262,-1.83,-0.0739,-0.254,0.367,2.92E-05,Cry
0.123,0.0327,0.199,0.159,0.28,-26.5,-0.249,-1.85,-0.0697,-0.286,0.251,2.94E-05,Cry
0.146,0.0372,0.225,0.166,0.385,-26.5,-0.187,-1.86,-0.035,-0.265,0.257,1.18E-05,Cry
0.157,0.0305,0.239,0.165,0.408,-26.6,-0.241,-1.93,-0.0828,-0.251,0.201,1.02E-05,Cry
0.15,0.0396,0.228,0.164,0.394,-26.9,-0.274,-1.64,-0.134,-0.293,0.21,2.01E-05,Cry
0.157,0.0304,0.238,0.167,0.408,-26.6,-0.293,-1.82,-0.062,-0.308,0.134,3.01E-05,Cry
0.15,0.0377,0.225,0.165,0.385,-26.6,-0.247,-1.8,-0.0647,-0.247,0.354,3.12E-05,Cry
0.123,0.0323,0.197,0.158,0.277,-26.5,-0.27,-1.87,-0.0921,-0.315,0.234,3.25E-05,Cry
0.144,0.0372,0.224,0.166,0.385,-26.5,-0.172,-1.82,-0.0234,-0.239,0.25,1.98E-05,Cry
0.158,0.0303,0.24,0.164,0.409,-26.5,-0.202,-1.88,-0.0509,-0.221,0.225,9.9E-06,Cry
0.15,0.0385,0.228,0.164,0.393,-26.9,-0.247,-1.63,-0.115,-0.258,0.206,1.9E-05,Cry
0.157,0.0316,0.236,0.167,0.406,-26.6,-0.287,-1.78,-0.0387,-0.279,0.145,2.84E-05,Cry
0.153,0.0357,0.228,0.165,0.392,-26.7,-0.255,-1.8,-0.0735,-0.247,0.34,2.83E-05,Cry
0.123,0.0317,0.195,0.158,0.268,-26.5,-0.265,-1.86,-0.099,-0.316,0.242,3.53E-05,Cry
0.142,0.0376,0.222,0.166,0.384,-26.6,-0.22,-1.86,-0.0264,-0.292,0.241,1.92E-05,Cry
0.159,0.0299,0.24,0.164,0.41,-26.6,-0.195,-1.91,-0.0681,-0.213,0.204,1.04E-05,Cry
0.15,0.0379,0.229,0.164,0.394,-26.9,-0.233,-1.64,-0.115,-0.229,0.228,2.04E-05,Cry
0.156,0.033,0.235,0.168,0.405,-26.6,-0.28,-1.8,-0.0342,-0.294,0.156,2.76E-05,Cry
0.155,0.0353,0.23,0.166,0.396,-26.7,-0.263,-1.82,-0.0727,-0.271,0.338,3.07E-05,Cry
0.123,0.0329,0.195,0.158,0.267,-26.4,-0.263,-1.87,-0.106,-0.33,0.231,3.23E-05,Cry
0.139,0.0358,0.222,0.167,0.383,-26.6,-0.234,-1.87,-0.0342,-0.281,0.247,2.15E-05,Cry
0.159,0.0295,0.241,0.164,0.41,-26.6,-0.21,-1.91,-0.0806,-0.217,0.202,1.09E-05,Cry
0.152,0.0397,0.229,0.164,0.395,-26.8,-0.233,-1.66,-0.125,-0.231,0.235,1.9E-05,Cry
0.155,0.0329,0.235,0.168,0.404,-26.7,-0.324,-1.83,-0.0685,-0.322,0.117,2.76E-05,Cry
0.157,0.0356,0.231,0.166,0.398,-26.7,-0.284,-1.84,-0.091,-0.277,0.33,3.16E-05,Cry
0.124,0.0318,0.196,0.157,0.272,-26.5,-0.267,-1.86,-0.0953,-0.327,0.234,2.97E-05,Cry
0.137,0.0374,0.221,0.166,0.382,-26.6,-0.212,-1.86,-0.0333,-0.289,0.253,2.04E-05,Cry
0.158,0.0293,0.24,0.164,0.409,-26.6,-0.207,-1.91,-0.0722,-0.219,0.209,1.1E-05,Cry
0.152,0.0391,0.229,0.164,0.395,-26.8,-0.231,-1.65,-0.118,-0.226,0.22,1.95E-05,Cry
